GST Geography - Argentina,River?,Rio de la Plata ('River of Silver')
GST Geography - Argentina,Strait?,Strait of Magellan
GST Geography - Argentina,Southern plateau?,Patagonia
GST Geography - Argentina,Plains?,The Pampas
GST Geography - Argentina,Southern island shared with Chile?,Tierra del Fuego ('Land of Fire')
GST Geography - Argentina,Site of 1982 war?,Falkland Islands
GST Geography - Argentina,Falkland Islands Argentine name?,Malvinas
GST Geography - Argentina,Cowboys?,Gauchos
GST Geography - Argentina,Gaucho weapon?,Bolas
GST Geography - Argentina,"President 1946-55, 1973-74?",Juan Peron
GST Geography - Argentina,"Juan Peron’s second wife, d. 1952?",Evita (Eva) Peron
GST Geography - Argentina,Juan Peron’s third wife & president 1974-76?,Isabel Peron
GST Geography - Argentina,"Buenos Aires short-story writer, essayist & poet?",Jorge Luis Borges
GST Geography - Argentina,Kiss of the Spider Woman author?,Manuel Puig
GST Geography - Argentina,Tennis star?,Gabriela Sabatini
GST Geography - Armenia,Capital?,Yerevan
GST Geography - Armenia,Official language?,Armenian
GST Geography - Armenia,Currency?,Dram
GST Geography - Armenia,Mountains?,Caucasus
GST Geography - Australia,Nickname?,'The Land Down Under'
GST Geography - Australia,Capital?,Canberra
GST Geography - Australia,"Prime Minister, 1983-91?",Bob Hawke
GST Geography - Australia,"Prime Minister, 1991-96?",Paul Keating
GST Geography - Australia,"Prime Minister, 1996-2007?",John Howard
GST Geography - Australia,"Prime Minister, 2007-2010, 2013?",Kevin Rudd
GST Geography - Australia,"Prime Minister, 2010-13?",Julia Gillard
GST Geography - Australia,"Prime Minister, 2013-15?",Tony Abbott
GST Geography - Australia,"Prime Minister, 2015-2018?",Malcolm Turnbull
GST Geography - Australia,Prime Minister 2018-?,Scott Morrison
GST Geography - Australia,States: New South Wales?,Sydney
GST Geography - Australia,States: Victoria?,Melbourne
GST Geography - Australia,States: Queensland?,Brisbane
GST Geography - Australia,States: South Australia?,Adelaide
GST Geography - Australia,States: Western Australia?,Perth
GST Geography - Australia,States: Tasmania?,Hobart
GST Geography - Antigua & Barbuda,Capital?,St. John’s
GST Geography - Antigua & Barbuda,Official language?,English
GST Geography - Argentina,Capital & largest city?,Buenos Aires
GST Geography - Argentina,Currency?,Peso
GST Geography - Argentina,Religion?,Roman Catholic
GST Geography - Argentina,Official language?,Spanish
GST Geography - Argentina,Desert?,Atacama (world’s driest place)
GST Geography - Argentina,Mountain?,"Aconcagua (summit in Argentina, but shared with Chile)"
GST Geography - Argentina,River?,Rio de la Plata ('River of Silver')
GST Geography - Argentina,Strait?,Strait of Magellan
GST Geography - Argentina,Southern plateau?,Patagonia
GST Geography - Argentina,Plains?,The Pampas
GST Geography - Argentina,Southern island shared with Chile?,Tierra del Fuego ('Land of Fire')
GST Geography - Argentina,Site of 1982 war?,Falkland Islands
GST Geography - Argentina,Falkland Islands Argentine name?,Malvinas
GST Geography - Argentina,Cowboys?,Gauchos
GST Geography - Argentina,Gaucho weapon?,Bolas
GST Geography - Argentina,"President 1946-55, 1973-74?",Juan Peron
GST Geography - Argentina,"Juan Peron’s second wife, d. 1952?",Evita (Eva) Peron
GST Geography - Argentina,Juan Peron’s third wife & president 1974-76?,Isabel Peron
GST Geography - Argentina,"Buenos Aires short-story writer, essayist & poet?",Jorge Luis Borges
GST Geography - Argentina,Kiss of the Spider Woman author?,Manuel Puig
GST Geography - Argentina,Tennis star?,Gabriela Sabatini
GST Geography - Armenia,Capital?,Yerevan
GST Geography - Armenia,Official language?,Armenian
GST Geography - Armenia,Currency?,Dram
GST Geography - Armenia,Mountains?,Caucasus
GST Geography - Australia,Nickname?,'The Land Down Under'
GST Geography - Australia,Capital?,Canberra
GST Geography - Australia,"Prime Minister, 1983-91?",Bob Hawke
GST Geography - Australia,"Prime Minister, 1991-96?",Paul Keating
GST Geography - Australia,"Prime Minister, 1996-2007?",John Howard
GST Geography - Australia,"Prime Minister, 2007-2010, 2013?",Kevin Rudd
GST Geography - Australia,"Prime Minister, 2010-13?",Julia Gillard
GST Geography - Australia,"Prime Minister, 2013-15?",Tony Abbott
GST Geography - Australia,"Prime Minister, 2015-2018?",Malcolm Turnbull
GST Geography - Australia,Prime Minister 2018-?,Scott Morrison
GST Geography - Australia,States: New South Wales?,Sydney
GST Geography - Australia,States: Victoria?,Melbourne
GST Geography - Australia,States: Queensland?,Brisbane
GST Geography - Australia,States: South Australia?,Adelaide
GST Geography - Australia,States: Western Australia?,Perth
GST Geography - Australia,States: Tasmania?,Hobart
GST Geography - Northern Territory,Capital?,Darwin
GST Geography - Northern Territory,Currency?,Dollar
GST Geography - Australia,Largest city?,Sydney
GST Geography - Australia,Second largest?,Melbourne
GST Geography - Australia,Western Australia city?,Perth
GST Geography - Australia,North coast city?,Darwin
GST Geography - Australia,South coast city?,Adelaide
GST Geography - Australia,Harbor Bridge location?,Sydney
GST Geography - Australia,Sydney area surfer’s beach?,Bondi Beach
GST Geography - Australia,Sydney airport?,Kingsford Smith Airport
GST Geography - Australia,Sydney Harbor landmark?,The Opera House
GST Geography - Australia,Lake?,Lake Eyre
GST Geography - Australia,Largest island?,Tasmania
GST Geography - Australia,Longest river?,Murray River
GST Geography - Australia,Historic bay in south Sydney?,Botany Bay
GST Geography - Australia,Eastern sea?,Tasman Sea
GST Geography - Australia,"Color changing landmark, 'The Remarkable Pebble'?",Ayers Rock (Uluru)
GST Geography - Australia,Wild dog?,Dingo
GST Geography - Australia,Native people?,Aborigines
GST Geography - Australia,Aboriginal rite?,Walkabout
GST Geography - Australia,Aborigine weapon?,Boomerang
GST Geography - Australia,Stagnant water?,Billabong
GST Geography - Australia,Crocodile Dundee actor?,Paul Hogan
GST Geography - Australia,I Honestly Love You singer & Grease singer/actress?,Olivia Newton-John
GST Geography - Australia,Country music star?,Keith Urban
GST Geography - Australia,Opera singer?,Nellie Melba
GST Geography - Australia,Female author?,Colleen McCullough
GST Geography - Australia,Super model?,Elle MacPherson
GST Geography - Australia,Female tennis Grand Slam winner?,Margaret Court
GST Geography - Australia,"Male tennis star, won over 200 tournaments?",Rod Laver
GST Geography - Australia,Media magnate?,Rupert Murdoch
GST Geography - Australia,Olympic site: Summer 1956?,Melbourne
GST Geography - Australia,Olympic site: Summer 2000?,Sydney
GST Geography - Australia,Gum tree?,Eucalyptus
GST Geography - Australia,Eucalyptus eater?,Koala
GST Geography - Australia,Duck-billed mammal?,Platypus
GST Geography - Australia,Popular beer?,Foster’s
GST Geography - Australia,Popular wine?,Yellow Tail
GST Geography - Australia,World’s largest reef?,Great Barrier Reef
GST Geography - Australia,Great Barrier Reef passage?,Flinders Passage
GST Geography - Austria,Capital & largest city?,Vienna (The Waltz City)
GST Geography - Austria,Official language?,German
GST Geography - Austria,"Dynasty, 1247-1918?",Hapsburg (or Habsburg)
GST Geography - Austria,Former currency?,Euro (formerly schilling)
GST Geography - Austria,"Winter Olympics site, 1964 & 1976?",Innsbruck
GST Geography - Austria,Vienna cathedral?,St. Stephen’s Cathedral
GST Geography - Austria,Newspaper?,"Wiener Zeiting (oldest, still published newspaper in the world)"
GST Geography - Austria,U.N. Secretary-General?,Kurt Waldheim
GST Geography - Austria,Salzburg born composer?,Wolfgang Amadeus Mozart
GST Geography - Austria,Ave Maria composer?,Franz Schubert
GST Geography - Austria,Classical composer a.k.a 'The Father of the Symphony'?,Franz Joseph Haydn
GST Geography - Austria,Late-Romantic era composer & conductor?,Gustav Mahler
GST Geography - Austria,Holy Roman Empress?,Maria Theresa
GST Geography - Austria,Vienna psychoanalysis pioneer?,Sigmund Freud
GST Geography - Austria,Vienna symbolist painter?,Gustav Klimt
GST Geography - Austria,20th century Nobel Prize-winning physicist?,Erwin Schrödinger
GST Geography - Austria,Austrian-American Golden Age actress?,Hedy Lamarr
GST Geography - Austria,Austrian-American actor?,Arnold Schwarzenegger
GST Geography - Austria,Austrian-American celebrity chef?,Wolfgang Puck
GST Geography - Azerbaijan,Capital?,Baku
GST Geography - Azerbaijan,Official language?,Azerbaijani
GST Geography - Azerbaijan,Religion?,Muslim
GST Geography - Azerbaijan,Mountains?,Caucasus
GST Geography - Azerbaijan,Lake?,Caspian Sea
GST Geography - Azerbaijan,"World chess champion, 1985-2000?",Garry Kasparov
GST Geography - Bahamas,Capital & largest city?,Nassau
GST Geography - Bahamas,Second largest city?,Freeport
GST Geography - Bahamas,Nassau island?,New Providence
GST Geography - Bahamas,Largest island?,Andros
GST Geography - Bahamas,Official language?,English
GST Geography - Bahamas,Currency?,Bahamian dollar
GST Geography - Bahamas,Columbus’ original landing point?,San Salvador
GST Geography - Bahrain,Capital?,Manama
GST Geography - Bahrain,Official language?,Arabic
GST Geography - Bahrain,Gulf?,Persian Gulf
GST Geography - Bangladesh,Capital?,Dhaka
GST Geography - Bangladesh,Official language?,Bangla aka Bengali
GST Geography - Bangladesh,Currency?,Taka
GST Geography - Bangladesh,Bay?,Bay of Bengal
GST Geography - Barbados,Capital?,Bridgetown
GST Geography - Barbados,Official language?,English
GST Geography - Barbados,Currency?,Dollar
GST Geography - Barbados,Island group?,Lesser Antilles
GST Geography - Barbados,Pop singer?,Rihanna
GST Geography - Belarus,Capital?,Minsk
GST Geography - Belarus,Religion?,Eastern Orthodox
GST Geography - Belarus,Currency?,Ruble
GST Geography - Belgium,Capital & largest city?,Brussels (NATO headquarters)
GST Geography - Belgium,Largest port?,Antwerp (major diamond processing center)
GST Geography - Belgium,City of treaty that ended War of 1812?,Ghent
GST Geography - Belgium,Currency?,Euro (formerly Franc)
GST Geography - Belgium,Religion?,Roman Catholic
GST Geography - Belgium,WW I cemetery?,Flanders Field
GST Geography - Belgium,Official languages?,"Flemish (Dutch), French, German"
GST Geography - Belgium,Ethnic groups?,"Flemings, Walloons"
GST Geography - Belgium,Geographic regions?,"Wallonia, Brussels, Flanders"
GST Geography - Belgium,Belgian surrealist?,Rene Magritte
GST Geography - Belgium,Flemish painter known for his beard?,Sir Anthony Van Dyck
GST Geography - Belgium,Flemish baroque painter who taught van Dyke?,Peter Paul Rubens
GST Geography - Belgium,"Flemish anatomist & physician, 16th century?",Andreas Vesalius
GST Geography - Belgium,Flemish cartographer?,Gerardus Mercator
GST Geography - Belgium,Fictional Belgian detective?,Hercule Poirot
GST Geography - Belgium,Semi-soft rind cheese known for its pungent aroma?,Limburger
GST Geography - Belgium,Current king?,Philippe
GST Geography - Belgium,Other royalty?,"Albert II, Leopold I & II, Baudouin"
GST Geography - Belgium,Colonies?,"Belgian Congo, Rwanda"
GST Geography - Belize,Capital?,Belmopan
GST Geography - Belize,Official language?,English
GST Geography - Belize,Currency?,Dollar
GST Geography - Belize,Gulf?,Gulf of Mexico
GST Geography - Benin,Capital?,Porto Novo
GST Geography - Benin,Gulf?,Gulf of Guinea
GST Geography - Bermuda,Capital?,Hamilton
GST Geography - Bhutan,Capital?,Thimphu
GST Geography - Bhutan,Official language?,Dzongkha (aka Bhutanese)
GST Geography - Bhutan,Mountains?,Himalayas
GST Geography - Bolivia,Legal capital?,Sucre
GST Geography - Bolivia,Administrative capital?,"La Paz ('The Peace', highest world capital in elevation)"
GST Geography - Bolivia,Namesake?,Simon Bolivar
GST Geography - Bolivia,Currency?,Boliviano
GST Geography - Bolivia,Religion?,Roman Catholic
GST Geography - Bolivia,Principal language?,Spanish
GST Geography - Bolivia,Lake?,Lake Titicaca
GST Geography - Bolivia,Mineral held in large deposits?,Tin
GST Geography - Bosnia-Herzegovina,Capital?,Sarajevo
GST Geography - Bosnia-Herzegovina,Official languages?,"Bosnian, Serbian, Croatian"
GST Geography - Bosnia-Herzegovina,Author of teen diary?,Zlata Filipovic
GST Geography - Botswana,Capital?,Gaborone
GST Geography - Botswana,Official languages?,English & Setswana
GST Geography - Botswana,Currency?,Pula
GST Geography - Botswana,Desert?,Kalahari
GST Geography - Botswana,Swamp?,Okavango
GST Geography - Brazil,Capital?,Brasilia
GST Geography - Brazil,Former capital & 2016 Summer Olympics site?,Rio de Janeiro
GST Geography - Brazil,Official language?,Portuguese
GST Geography - Brazil,Currency?,Real
GST Geography - Brazil,Rio beaches?,Copacabana & Ipanema
GST Geography - Brazil,Religious statue overlooking Rio?,Christ the Redeemer
GST Geography - Brazil,Christ the Redeemer mountain?,Corcovado
GST Geography - Brazil,Rio mountain on Guanabara Bay?,Sugarloaf
GST Geography - Brazil,Largest city?,Sao Paulo
GST Geography - Brazil,Religion?,Roman Catholic
GST Geography - Brazil,Dance?,Samba
GST Geography - Brazil,River?,Amazon
GST Geography - Brazil,Royalty?,Pedro I & II
GST Geography - Brazil,Actress who wore fruit on her head?,Carmen Miranda
GST Geography - Brazil,He led Brazil to 3 World Cup championships?,Pelé
GST Geography - Brazil,"Retired Brazilian soccer player, 'the phenomenon'?",Ronaldo (Luís Nazário)
GST Geography - Brunei,Island?,Borneo
GST Geography - Brunei,Ruler (by decree)?,The Sultan of Brunei
GST Geography - Bulgaria,Capital?,Sofia
GST Geography - Bulgaria,Official language?,Bulgarian
GST Geography - Bulgaria,Currency?,Lev
GST Geography - Bulgaria,Royalty?,"Tsar Boris III, Tsar Simon II"
GST Geography - Bulgaria,Northern border river?,Danube
GST Geography - Burkina Faso,Capital?,Ouagadougou
GST Geography - Burkina Faso,Official language?,French
GST Geography - Burundi,Capital?,Bujumbura
GST Geography - Burundi,Lake?,Lake Tanganyika
GST Geography - Cambodia,Capital?,Phnom Penh
GST Geography - Cambodia,Religion?,Buddhism
GST Geography - Cambodia,Language?,Khmer
GST Geography - Cambodia,Ancient empire?,Khmer Empire
GST Geography - Cambodia,Communist organization?,Khmer Rouge
GST Geography - Cambodia,"Khmer Rouge leader, d. 1998?",Pol Pot
GST Geography - Cambodia,Ancient Buddhist temple?,Angkor Wat
GST Geography - Cambodia,River?,Mekong
GST Geography - Cambodia,King d. 2004?,King Norodom Sihanouk
GST Geography - Cambodia,Current king?,King Norodom Sihamoni
GST Geography - Cameroon,Capital?,Yaoundé
GST Geography - Cameroon,Official languages?,"French, English"
GST Geography - Cameroon,Gulf?,Gulf of Guinea
GST Geography - Canada,Capital?,Ottawa
GST Geography - Canada,Official languages?,"French, English"
GST Geography - Canada,Largest city?,Toronto
GST Geography - Canada,Second-largest city?,Montreal
GST Geography - Canada,Largest city in Alberta?,Calgary
GST Geography - Canada,Largest city in British Columbia?,Vancouver
GST Geography - Canada,Largest province?,Quebec
GST Geography - Canada,National anthem?,"O, Canada"
GST Geography - Canada,Largest island?,Baffin Island
GST Geography - Canada,Northernmost island?,Ellesmere Island
GST Geography - Canada,British Columbian island?,Vancouver Island
GST Geography - Canada,Longest river?,Mackenzie
GST Geography - Canada,River feeding into Hudson Bay?,Churchill
GST Geography - Canada,Currency?,Canadian dollar
GST Geography - Canada,Toronto tower?,CN (Canadian National) Tower
GST Geography - Canada,"Prime minister, 1968-79, 1980-84?",Pierre Trudeau
GST Geography - Canada,"Conservative prime minister, 1984-93?",Brian Mulroney
GST Geography - Canada,"Female prime minister, 1993?",Kim Campbell
GST Geography - Canada,"Liberal prime minister, 1993-2003?",Jean Chretien
GST Geography - Canada,"Prime minister, 2003-2006?",Paul Martin
GST Geography - Canada,"Prime minister, 2006-15?",Stephen Harper
GST Geography - Canada,"Prime minister, 2015-?",Justin Trudeau
GST Geography - Canada,Northwest Territory lake?,Great Slave Lake
GST Geography - Canada,Nova Scotia island?,Cape Breton
GST Geography - Canada,Nova Scotia French area?,Acadia
GST Geography - Canada,Nova Scotia ship builder?,Cunard (founded 1840)
GST Geography - Canada,Newfoundland air traffic control center?,Gander
GST Geography - Canada,Montreal University?,McGill
GST Geography - Canada,Number of provinces?,Ten
GST Geography - Canada,Alberta national park?,Banff
GST Geography - Canada,Alberta rodeo?,Calgary Stampede
GST Geography - Canada - Alberta,Provincial capital?,Edmonton
GST Geography - Canada - British Columbia,Provincial capital?,Victoria (The Garden City)
GST Geography - Canada - Manitoba,Provincial capital?,Winnipeg
GST Geography - Canada - New Brunswick,Provincial capital?,Fredericton
GST Geography - Canada - Newfoundland & Labrador,Provincial capital?,St. John’s
GST Geography - Canada - Nova Scotia,Provincial capital?,Halifax
GST Geography - Canada - Ontario,Provincial capital?,Toronto
GST Geography - Canada - Prince Edward Island,Provincial capital?,Charlottetown
GST Geography - Canada - Quebec,Provincial capital?,Quebec
GST Geography - Canada - Saskatchewan,Provincial capital?,Regina
GST Geography - Canada - Northwest Territories,Territorial capital?,Yellowknife
GST Geography - Canada - Yukon Territory,Territorial capital?,Whitehorse
GST Geography - Canada - Nunavut,Territorial capital?,Iqaluit
GST Geography - Canada,Banff lake?,Lake Louise
GST Geography - Canada,Yukon gold rush area?,Klondike
GST Geography - Canada,Canada to USA controversial pipeline?,Keystone
GST Geography - Canada,Capitals named for Queen Victoria?,Victoria & Regina
GST Geography - Canada,"Amputee & cancer research activist, made transcontinental run?",Terry Fox
GST Geography - Canada,Bruce Almighty actor?,Jim Carrey
GST Geography - Canada,Ghostbusters actor?,Dan Aykroyd
GST Geography - Canada,Matrix actor?,Keanu Reeves
GST Geography - Canada,Austin Powers actor?,Mike Myers
GST Geography - Canada,Star Trek actor?,William Shatner
GST Geography - Canada,Man! I Feel Like a Woman! country singer & songwriter?,Shania Twain
GST Geography - Canada,My Heart Will Go On singer & businesswoman?,Céline Dion
GST Geography - Canada,Jagged Little Pill singer & songwriter?,Alanis Morissette
GST Geography - Canada,"Complicated singer & songwriter, 'pop punk princess'?",Avril Lavigne
GST Geography - Canada,"Love Yourself singer, discovered via YouTube?",Justin Bieber
GST Geography - Canada,Game show host & Colonial Penn spokesman?,Alex Trebek
GST Geography - Central African Republic,Capital?,Bangui
GST Geography - Central African Republic,Official language?,French & Sango
GST Geography - Central African Republic,River?,Ubangi
GST Geography - Chad,Capital?,N’Djamena
GST Geography - Chad,Desert?,Sahara
GST Geography - Chile,Capital?,Santiago
GST Geography - Chile,Official language?,Spanish
GST Geography - Chile,"Revolutionary leader, 1817-23?",Bernardo O’Higgins
GST Geography - Chile,"Marxist president, 1970-73?",Salvador Allende
GST Geography - Chile,Salvador Allende’s wife & author?,Isabel Allende
GST Geography - Chile,Man who overthrew Allende?,Augusto Pinochet
GST Geography - Chile,Currency?,Peso
GST Geography - Chile,Mountain?,Aconcagua (with Argentina)
GST Geography - Chile,Desert?,Atacama (world’s driest place)
GST Geography - Chile,Southern island?,Tierra del Fuego (with Argentina)
GST Geography - Chile,Pacific island?,Easter Island (aka Rapa Nui)
GST Geography - Chile,Poet?,Pablo Neruda
GST Geography - Chile,Mineral held in large deposits?,Copper
GST Geography - China,Capital?,Beijing (formerly Peking)
GST Geography - China,Largest city?,Shanghai
GST Geography - China,Prime minister & president?,Xi Jinping
